ticker,quarter,employer,status,visa,title,soc,wage_annual,wage_level,state,positions
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86798,II,NC,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Business Systems Analyst 3,Computer Systems Analysts,127234,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86403,II,CA,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92394,II,PA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst,Computer Systems Analysts,98925,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior ERP Specialist,Computer Systems Engineers/Architects,119995,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,80974,II,TX,5
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 4,Software Developers,189592,IV,NJ,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,ANALYST - TESTING,Software Quality Assurance Analysts and Testers,76482,II,IA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,SOFTWARE DEVELOPER,Software Developers,119475,III,PA,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,132613,III,PA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,86403,II,CA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,94682,II,NJ,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst “ Testing,Software Quality Assurance Analysts and Testers,81994,II,IN,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,82472,II,IN,1
INFY,FY2025_Q4,Bean Infosystems LLC,Certified,H-1B,Data Engineer,Data Scientists,123531,I,CA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,88317,II,NV,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,82243,II,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,118456,III,TX,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Enterprise Architect 3,Computer Systems Engineers/Architects,155000,III,WA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,111966,III,IL,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Associate Principal - Business Analysis,Computer Systems Analysts,103106,III,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,122866,III,CO,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Engineering Consultant 3- Aerospace,Aerospace Engineers,111405,III,OK,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 3,Computer Systems Engineers/Architects,118456,III,TX,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Practice\Technical Specialist,Computer Systems Engineers/Architects,140000,II,NC,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Data Analyst 3,Data Warehousing Specialists,154475,III,NJ,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,90210,II,MN,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 1,Computer Systems Engineers/Architects,86445,II,GA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,98301,II,NY,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Architect,"Electronics Engineers, Except Computer",107536,II,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,141500,III,NC,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,E-3 Australian,Business Analyst 3,Management Analysts,190800,III,NY,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Senior Associate - Business Consulting,Management Analysts,129230,III,NJ,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Associate Principal - Architecture,Information Technology Project Managers,104062,III,CT,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Software Developer,Software Developers,114754,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Technical Lead,Information Technology Project Managers,86445,II,GA,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 2,Software Quality Assurance Analysts and Testers,136000,II,WA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Architect,"Electronics Engineers, Except Computer",107536,II,IL,1
IBM,FY2025_Q4,IBM Global Systems Inc,Certified,H-1B,Senior Software Engineer,Software Developers,112923,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,130853,II,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Track Lead(Tools & Automation),Information Technology Project Managers,117208,II,WA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Project Lead 2,Project Management Specialists,117998,III,CO,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Project Manager 3,Information Technology Project Managers,120000,III,VA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Software Developer,Software Developers,99778,II,FL,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,143955,III,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,94952,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92394,II,PA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,111550,II,WA,1
INFY,FY2025_Q4,"AM Infosystems, Inc",Certified,H-1B,Business Intelligence Report Specialist,Business Intelligence Analysts,84000,II,AR,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Package Consultant,Software Developers,185764,IV,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,86798,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,104062,III,CT,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,123731,III,PA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,118456,III,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified - Withdrawn,H-1B,"Specialist, Software Engineering",Computer Systems Analysts,97491,II,CT,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Delivery Module Lead,Computer Programmers,130000,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,86715,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst “ Testing,Software Quality Assurance Analysts and Testers,102086,II,NY,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Delivery Module Lead,Computer Programmers,130000,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,118310,II,DC,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Project Manager 3,Information Technology Project Managers,127200,III,IL,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Database Administrator (DBA),Database Administrators,95036,II,TX,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Developer,Computer Programmers,73029,II,IL,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Technical Project Manager,Information Technology Project Managers,212678,IV,OH,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,User Interface Designer,Web and Digital Interface Designers,96408,II,NJ,1
HCLTECH,FY2025_Q4,HCL GLOBAL SYSTEMS INC,Certified,H-1B,SR. SOFTWARE DEVELOPER,Software Developers,133536,III,SC,1
HCLTECH,FY2025_Q4,HCL GLOBAL SYSTEMS INC,Certified,H-1B,GENERAL COUNSEL ( LAWYER ),Lawyers,135574,II,GA,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 4,Software Developers,200000,IV,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2,Computer Systems Engineers/Architects,60403,II,FL,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Design Lead,Computer Systems Engineers/Architects,99363,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Engineering Consultant 2- Aerospace,Aerospace Engineers,95243,II,OK,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,142000,III,VA,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Programmer/ Developer 2,Computer Programmers,95119,II,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Program Manager - US,Information Technology Project Managers,145246,IV,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Principal - Business Consulting,Management Analysts,140712,IV,NC,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,118456,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86403,II,CA,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Data Analyst 3,Data Warehousing Specialists,139135,III,NC,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,137821,II,WA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,118456,III,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Project Manager,Information Technology Project Managers,122325,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Manager,Information Technology Project Managers,124343,II,VA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,114000,II,TX,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,157123,III,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,78354,III,TN,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,System Engineer L4,Network and Computer Systems Administrators,92622,II,WA,1
INFY,FY2025_Q4,Bean Infosystems LLC,Certified,H-1B,Data Engineer,Data Scientists,123531,I,CA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Design Lead,"Electronics Engineers, Except Computer",107536,II,IL,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified - Withdrawn,H-1B,Systems Analyst,Computer Systems Analysts,108550,II,NV,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Package Specialist,Computer Systems Analysts,88026,II,PA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Application Architect,Computer Systems Engineers/Architects,119704,III,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Project Lead 2,Information Technology Project Managers,126818,III,NJ,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Project Manager,Information Technology Project Managers,126818,III,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,113797,III,NC,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Delivery Assurance Manager L2,Information Technology Project Managers,115627,III,MA,3
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,82846,II,IL,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Senior Manager,Computer Programmers,209400,IV,MN,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Data and Analytics Architect L1,Database Architects,91520,II,KY,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analyst,Computer Systems Analysts,100167,II,OH,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Systems Administrator,Network and Computer Systems Administrators,105660,II,MA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126339,IV,CT,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Test Engineer,Software Quality Assurance Analysts and Testers,130000,I,PA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,119933,III,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,76315,II,TX,6
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,92582,II,TX,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Application Developer,Computer Systems Analysts,112029,III,GA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analyst,Computer Systems Analysts,91395,II,CT,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Engineering Project Lead 2,"Electronics Engineers, Except Computer",119392,III,NJ,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Domain Architect L1,Computer Systems Engineers/Architects,139443,II,CA,3
INFY,FY2025_Q4,"Iconic Infosys, Inc.",Certified,H-1B,Java Developer,Software Developers,104000,I,NJ,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Software Developer,Software Developers,109283,II,GA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Senior Manager,Computer Programmers,209400,IV,MA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,113797,III,NC,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,77418,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,139443,II,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,90605,II,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Business Analyst L4,Computer Systems Analysts,106434,II,MA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,97469,III,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,82846,II,IL,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Program Manager,Information Technology Project Managers,120083,III,CT,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,90210,II,MN,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2,Computer Systems Analysts,93496,II,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,90605,II,TX,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Design Lead,Computer Systems Engineers/Architects,94952,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 1,Computer Systems Engineers/Architects,86798,II,NC,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Solution Architect L1,Computer Systems Engineers/Architects,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Manager - Data Science,Management Analysts,129917,IV,TX,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,93538,II,AZ,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Engineering Consultant 2- Telecommunications,"Electronics Engineers, Except Computer",127171,II,NY,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,73920,II,TN,4
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,123240,IV,MO,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Software Test Engineer,Software Quality Assurance Analysts and Testers,91375,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,107640,III,IL,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Manager,Information Technology Project Managers,110000,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 1,Management Analysts,92581,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,104062,III,CT,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Project Lead 2,Information Technology Project Managers,108243,III,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,158974,IV,NJ,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,Software Programmer II,Computer Programmers,160000,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Manager,Information Technology Project Managers,103932,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,DU Head,Information Technology Project Managers,140795,IV,NC,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Solution Architect L2,Computer Systems Engineers/Architects,126818,III,NJ,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analysts,Computer Systems Analysts,106913,II,MD,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86403,II,CA,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,111550,II,WA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,ARCHITECT,Computer Systems Engineers/Architects,111800,IV,KY,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Quality Engineering Team Lead,Software Quality Assurance Analysts and Testers,105300,II,PA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,93538,II,AZ,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,ARCHITECT,Computer Systems Engineers/Architects,86798,II,NC,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Programmer/ Developer 3,Computer Programmers,124000,III,OH,1
